prefix	name	homepage	description
NND_CH			clinical_history
NND_ND			
NONRCTO			
NPDX			
NPHO			
NPI	Ontology for Non-Pharmacological Intervention		This version includes a taxonomy and synonyms of NPI categories
NPOKB	The Neuron Phenotype Ontology		An ontology of neuron types based on the phenotypic dimensions of cells that can be measure experimentally.
NRO			
O-REXTECH			
O3			
OBEST	Ontology of Bioethics and Ethics of Science&Technology (OBEST: 科技伦理与生物伦理本体)		The Ontology of Bioethics and Ethics of Science & Technology (OBEST) is an ontology that examines moral and ethical norms, basic ethical principles and their application in biological research, and scientific and technological practices. This constitutes a significant research area within the field of Dialectics of Nature.
OBI_BCGO			The ontology is built based on OBI release 2015-04-13
OBI_IEE			The Ontology for Biomedical Investigations (OBI) is build in a collaborative, international effort and will serve as a resource for annotating biomedical investigations, including the study design, protocols and instrumentation used, the data generated and the types of analysis performed on the data. This ontology arose from the Functional Genomics Investigation Ontology (FuGO) and will contain both terms that are common to all biomedical investigations, including functional genomics investigations and those that are more domain specific.
OBIWS			An ontology that extends the Ontology for Biomedical Investigations (OBI) to build an Ontology that supports consistent annotation of Bioinformatics Web services.
OBOE-SBC	OBOE SBC Domain Extension		Extension for Santa Barbara Coastal LTER. OBOE 1.0.
OBS			Ontobiostat
OC_E			
OCD			
OCDO			2022-01-01
OCE	OCE: Ontology of Chemical Elements		The Ontology of Chemical Elements (OCE) is an open source community-based ontology in the domain of chemical elements. OCE represents all chemical elements and their attributes, including those attributes defined in the Periodic Table of Chemical Elements.
OCHV	Ontology of Consumer Health Vocabulary		OWL and SKOS transformation of the original Consumer Health Vocabulary by Qing Zeng and University of Utah. consumerhealthvocab.org and layhealthinformatics.com.
OCIMIDO			Ocular Immune-Mediated Inflammatory Disease Ontology
OCMR	OCMR: Ontology of Chinese Medicine for Rheumatism		The Ontology of Chinese Medicine for Rheumatism (OCMR) is a biomedical ontology that represents traditional Chinese medications for treating various rheumatism diseases, their ingredients, and adverse events, and other related information.
OCO	Opencare		Open healthCare Ontology (OpenCare) is an integrated metadata vocabulary expressed as an ontological data model, to facilitate the effective reasoning of patient-specific electronic health record (EHR) data. The OpenCare model identifies the concepts and semantic types in the EHR data with the aim of enabling the representation of clinical data in a way that is accessible and usable by researchers and healthcare facility users. The development of OpenCare and its components is formalized using the Ontology Web Language (OWL). This framework aims to enhance the accessibility and user-friendliness of EHR clinical data.
OCRE			An ontology for the planning, execution and analysis of clinical research including logitudinal studies and clinical trials. This is designed to be used in conjunction with domain specific models of diseases and measurements which conform to the shared ontology of clinical concepts to provide specific models of studies and trials.
OCS	OCS -- Ontology for Computational Sociology		The ontology contains 701 classes (BFO-2020: 36, domain: 665) describing essential concepts of sociology
OCVDAE	OCVDAE: Ontology of Cardiovascular Disease Drug Adverse Events		OCVDAE is a biomedical ontology of cardiovascular disease drug-associated adverse events.
ODAE	ODAE: Ontology of Drug Adverse Events		ODAE is a biomedical ontology in the area of drug adverse events. It is developed by following OBO Foundry principles (e.g., openness, collaboration).
ODFA	Ontology of Dental care-related Fear, Anxiety, and/or Phobia		The Ontology of Dental care-related Fear, Anxiety, and/or Phobia (ODFA) contains terms for defining and classifying dental-care related fear, anxiety, and/or phobia (DFA). The ODFA’s concepts and relations facilitate the development of tools and resources capable of enhancing our understanding of the impacts of DFA, and when applied to study data, the ODFA enables the integration and interoperability of data from multiple studies. The ODFA is developed as a subset of the Oral Health and Disease Ontology (http://purl.obolibrary.org/obo/ohd.owl). Issues and new term requests can be submitted at https://github.com/oral-health-and-disease-ontologies/ohd-ontology/issues.
ODHT			
ODNAE	ODNAE: Ontology of Drug Neuropathy Adverse Events		ODNAE is an extension of OAE with a focus on drug-associated neuropathy adverse events.
OFDSIPT			
OFL			
OFSMR			
OGCO	The Original Chemical Ontology		The Original Chemical Ontology was developed by Michael Ashburner & Pankaj Jaiswal, adapted by Chris Mungall
OGDI	Ontology for Disease Genetic Investigation		Author contact: Yu Lin (linikujp@gmail.com)
OGG-MM	OGG-Mm: Ontology of Genes and Genomes - Mouse		OGG-Mm is a subset of the Ontology of Genes and Genomes (OGG) that represents the genes and genomes of mouse (ie Mus musculus).
OLAM	OLAM: Ontology of Laboratory Animal Medicine		OLAM is a biomedical ontology in the area of laboratory animal medicine.
OLAS	OLAS: Ontology of Laboratory Animal Science		OLAS is a biomedical ontology in the area of laboratory animal science.
OMCO			
OMV			
ONL-DP			
ONL-MR-DA			
ONL-MSA			
ONLIRA			Access to and use of ONLIRA is governed by the GNU General Public License <http://www.gnu.org/copyleft/gpl.html>. By using this ontology, you agree to be bound by the terms of the GPL. ONLIRA is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. If you have any questions, feel free to contact onlira@boun.edu.tr
ONSTR	Ontology for Newborn Screening Follow-up and Translational Research	https://nbsdc.org	Ontology for Newborn Screening Follow-up and Translational Research (ONSTR) is an application ontology covering data items, processes and agents involved in practices of newborn screening, short- and long-term follow-up of patients with inheritable and congenital disorders and related translational research.
ONTOAD	Bilingual ontology of Alzheimer's Disease		Bilingual domain ontology for modeling knowledge about Alzheimer's Disease and Related Syndromes
ONTODM-ALGORITHM			
ONTODM-CORE	Ontology of Core Data Mining Entities		
ONTODM-KDD	Ontology of Data Mining Investigations		
ONTODT	Ontology of General Purpose Datatypes		This ontology contains entities such as: datatype, datatype generator, datatype qualiy and others giving the possibility to represent arbitrary complex datatypes. The OntoDT ontology is based on and ISO/IEC 11404 (http://www.iso.org/iso/catalogue_detail.htm?csnumber=39479) standard and can be reused used independently by any domain ontology that requires representation and reasoning about general purpose datatypes.
ONTOKBCF			An ontology to define assertions about resources. This can be used for testing constraints in tools like Protege-OWL.
ONTOLURGENCES	OntolUrgences		Ontologie des urgences. Emergency care ontology. V3.04 proposes updates of dc and skos usages to be more compliant with norms for labels and meta-data.
ONTOMA			La première ontologie déddiée aux concepts de la médecine associée
ONTONEPHRO			Nephro minimal core ontology
ONTOPARON			Translation resources: http://www.linguee.fr/francais-anglais/ http://www.lingvo-online.ru/en/Translate/ https://translate.google.com/#fr/en/ http://www.eapcnet.eu/Portals/0/Specific%20groups/Older%20people/Publications/FinalReportLongTermCareSettings_Russian.pdf http://www.proz.com/kudoz/french_to_english/medical_general/1673144-ide.html Google SE
ONTOPARON_SOCIAL			Translation resources: http://www.linguee.fr/francais-anglais/ http://www.lingvo-online.ru/en/Translate/ https://translate.google.com/#fr/en/ http://www.eapcnet.eu/Portals/0/Specific%20groups/Older%20people/Publications/FinalReportLongTermCareSettings_Russian.pdf http://www.proz.com/kudoz/french_to_english/medical_general/1673144-ide.html Google SE
ONTOPBM	Ontology for Process-Based Modeling of Dynamical Systems		Ontology for Process-Based Modeling of Dynamical Systems (OntoPBM) developed by Panče Panov PhD, Ana Kostovska, Ilin Tolovski is licensed under CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/).
ONTOPNEUMO	OntoPneumo		Ontologie de la pneumologie francaise
ONTOPSYCARE			"ontoPOF, the ""Petite Ontologie Fondationnelle"", is an ontology developed at LIMICS to act as a foundational ontology in modular ontologies in the medical domain."
ONTOPSYCHIA	OntoPsychia ontology, social module		
ONTOREPLICOV			
ONTOSIM			A Ontologia do SIM foi desenvolvida no contexto do projeto DIASUS. Ela buscou resgatar a estrutura presente na ficha de preenchimento da Declaração de Óbito - DO, do Sistema de Informação de Mortalidade - SIM, do Sistema Único de Saúde, do Brasil. As classes são os blocos de preenchimento e as propriedades de dados, os campos da ficha. Um exemplo da DO é apresentado em: https://gitlab.com/beliefchangetools/diasus/-/blob/master/OF_SIM/ficha_SIM.pdf
ONTOSINASC			A Ontologia do SINASC foi desenvolvida no contexto do projeto DIASUS. Ela buscou resgatar a estrutura presente na ficha de preenchimento da Declaração de Nascido Vivo - DN, do Sistema de Informação de Nascidos Vivos - SINASC, do Sistema Único de Saúde, do Brasil. As classes são os blocos de preenchimento e as propriedades de dados, os campos da ficha. Um exemplo da DN é apresentado em: https://gitlab.com/beliefchangetools/diasus/-/blob/master/OF_SINASC/Ficha_SINASC.pdf
ONTOSTAR			
ONTOTOXNUC	OntoToxNuc		Créée le 14/06/2011 par Jean Charlet et Pierre-Yves Vandenbussche à partir du fichier Excel corrigé
ONTRISCAL			
ONVOC			
OOEVV			
OPE			The Ontology of Physical Exercises (OPE) contains concepts related to physical exercises, affected musculoskeletal system parts, exercise equipment, monitoring devices, intended health outcomes, and target ailments for treatment or prevantion.
OPTIMAL			The purpose of the ontology is to identify adherence to physical activity or exercise based on factors characterizing patient profile (e.g., demographics, lifestyle, social support, physiological condition, etc.). The ontology is focusing on physical-activity-related adherence subject matter of patients with heart disease. The main target users are healthcare professionals working with cardiac patients in a matter of recommending or coaching of physical activity and exercise. Another group of target users is professionals involved in the development of software solutions to support patient physical activity and exercise performance.
OPTION-ONTOLOGY	OPTION - Ontology for Benchmarking Optimization Algorithms		
ORCS	Ontology for Representing CDM Semantics		
OSDI	OSDi		Ontología diseñada para recopilar e inferir los parámetros necesarios para crear una evaluación de tecnología sanitaria basada en simulación
PACO	Physical Activity Concept Ontology		this is a physical activity concept ontology that contains various types of physical activities and the modifiers used to qualify/quantify physical activities
PAE			"""Filtered from plant_ontology_assert.obo to have only plant anatomical entity terms. Matches plant_ontology.obo version #20"
PAIN	The Pain Ontology		The Pain Ontology contains terms for representing pain as defined by the International Association For the Study of Pain (IASP), meaning that pain is both an unpleasant physical sensation and unpleasant emotional experience. It includes terms and axioms to represent the multidimensional aspect of pain, such as temporality (e.g, acute, chronic), qualitative (e.g., sharp, throbbing), extent (e.g., local, widespread), biological mechanism (e.g., nociceptive, neuropathic), and specific anatomical locations (e.g., back, knee).
PANDA	Probabilistic Knowledge Assembly Ontology		Probabilistic Knowledge Assembly (PANDA) Ontology has been developed in the context of the DARPA's Big Mechanism research program. It provides a semantic interface for capturing information on molecular interactions extracted from scientific texts. Conceptually, PAF ontology supports 3 layers of representation: 1) Domain knowledge: molecular interactions, their participants, structure, and (possibly) formal relationships to some external biological models. 2) Textual evidence: sentences extracted from text, speaking about those interactions, and their provenance-related information. 3) Probabilisitic information associated with different aspects of the representation (see the imported Uncertainty Ontology).
PARTUMDO			
PATCT			
PATEL			
PATGV			
PATHLEX			
PATIT			
PATMHC			
PBO			
PCAO			
PCMO			
PDO_CAS			
PDON			
PDQ			RDF Version of the UMLS ontology PDQ; converted with the UMLS2RDF tool (https://github.com/ncbo/umls2rdf), developed by the NCBO project.
PE			
PE-O	Basic Formal Ontology (BFO)		
PEAO			
PEDTERM			
PEO			
PEO_ONTOLOGY	PEO ontology: an ontology for prompt engineering and large language models.		The PEO ontology is a modern ontology that covers state-of-art prompt engineering techniques and large language models. The ontology is designed to support students, researchers and developers who want to know more about prompt engineering, applying prompting techniques in solving tasks.
PESONT			
PGHDPROV	PGHDPROVO		Patient Generated Health Data (PGHD) refer to health data collected by patient or their relatives. This ontology seeks to capture information about the data, the provenance and data quality associated with PGHD shared with an EHR.
PHAGE			
PHARE			The aim of this ontology is to be used in the text extraction of pharmacogenomics relationships. It enables the comparison, standardization and integration of relations expressed in an heterogeneous manner in natural langage.
PHASES	Promoting Health Aging through Semantic Enrichment of Solitude Research (PHASES) Ontology		PHASES provides an ontology for integrating research in solitude and gerotranscendence. By integrating these areas of study, we aim to deepen our understanding of each and how they promote healthy aging.
PHFUMIADO			This file contains develomental stages for Ciona intestinalis. Stages were initially defined by K. Hotta and published on the FABA website (http://chordate.bpni.bio.keio.ac.jp/faba/). They are also used in the Aniseed system (http://www.aniseed.cnrs.fr/). File contains anatomical territory definition from Aniseed
PHMAMMADO			This file contains develomental stages for Phallusia mammillata. Stages were initially defined by K. Hotta and published on the FABA website (http://chordate.bpni.bio.keio.ac.jp/faba/). They are also used in the Aniseed system (http://www.aniseed.cnrs.fr/). File contains anatomical territory definition from Aniseed
PHYLONT			
PICO	Pathogen-related Informed Consent Ontology (PICO：病原体相关知情同意本体)	https://github.com/BFO-ontology/BFO	The Pathogen-related Informed Consent Ontology (PICO) is an ontology for the informed consent and informed consent process in the pathogen-related medical fields, especially for pathological data use.
PIERO			PierO (Enzyme Reaction Ontology for Partial Information) intends to describe enzyme reactions even if the only partial information is available, aiming at the use for metabolomics studies. It contains hierarchical classification and ontology of functional groups and chemical substructures, which is originally obtained from BiSSCat database (http://bisscat.org/) and has been modified.
PINO			
PLANTSO	Plant Stress Ontology		An ontology describing biotic and abiotic plant stresses.
PLIO			Protein-Ligand Interaction (PLIO) is an ontology focused on protein-ligand interactions at micro-scale level and it captures the key areas of knowledge describing parameters and forces involved in protein-ligand interactions.
PMA			
PMAPP-PMO	PMO		The Precision Medicine Ontology focuses on the development of a high level patients-centric ontology for the academic research, it systematically integrates biomedicine vocabularies from GO, NCBI Gene, DrugBank, HPO, MeSH, SNOMED CT, etc.
PMD			
PMDO			The Parkinson Movement Disease Ontology (PMDO) is an application ontology developed to support epilepsy focused informatics tools for patient care and clinical research. PMDO is released by the Case Western Reserve University, Cleveland, OH, USA and University of Vermont Medical Center under the Creative Commons Non-Commercial, Share Alike and Unported License. Authors: Deepak K. Gupta, Satya S. Sahoo Contributors: Raj Contact: satya.sahoo at case.edu
PMO			
PNADO			Pneumonia Diagnosis Ontology (PNADO) provides the necessary knowledge to diagnose infective pneumonia. It covers symptoms and clinical signs, clinical history, pathogens, laboratory tests and results, imaging, differential diagnosis and pneumonia complications.
POEM	Psychometric Ontology of Experience and Measures		The Psychometric Ontology of Experience and Measures provides an ontology of domain concepts for the measurement of symptoms and syndromes related to psychiatric conditions.
PREMEDONTO			
PREO	Presence Ontology v1.0.0		This is the first version of the Presence Ontology. Presence Ontology aims to capture the psychosocial aspects of healthcare and disease prevention. We will make changes henceforth in the reorganization of the class/property hierarchies and incorporating other concepts.
PROJ	A Project ontology		"The PROJECT ontology is designed to enable publication of information describing projects, including research projects. It is not designed to support project management, though sub-activities are included. As far as possible PROJECT is intended to be domain-neutral, and it is expected that domains and applications will specialize or extend this ontology for more specific purposes. The ontology gives terms to support the representation of: - project planning, funding, goals - project stakeholders and relationships - project activities and timeline One specialization is included - the **Research Project** - which has been the subject of several predecessor designs that have informed the design of this ontology, including: - In [FOAF](http://xmlns.com/foaf/0.1/) the foaf:Project class is a stub (no specific properties) which was included primarily to act as the topic of a homepage - [Description of a Project ontology (DOAP)](https://en.wikipedia.org/wiki/DOAP) is oriented to software development projects - [Funding, Research Administration and Projects Ontology (FRAPO)](http://purl.org/cerif/frapo) is aimed at describing administrative information relating to grant funding and research projects. - [Project Documents Ontology (PDO)](http://vocab.deri.ie/pdo) relates to various documents in a project-specific setting, like meeting minutes, status reports etc - In [VIVO-ISF](https://github.com/openrif/vivo-isf-ontology) the [vivo:Project](http://vivoweb.org/ontology/core#Project) class is very lightweight, characterised only by its timing and geographic focus The [DBPedia ontology](http://dbpedia.org/ontology/) provides what is probably the most general purpose class for projects: [dbo:Project](http://dbpedia.org/ontology/Project) is described as ""a temporary endeavor undertaken to achieve defined objectives"" and has key properties relating to timing, objectives, and classification (keywords). PROJECT extends the W3C PROV-O ontology. Otherwise, it has no dependencies except for the normal RDF/OWL infrastructure ([RDF](https://www.w3.org/TR/rdf11-concepts/), [RDFS](https://www.w3.org/TR/rdf-schema/), [OWL2](https://www.w3.org/TR/owl2-quick-reference/)), [Dublin Core](http://dublincore.org/documents/2010/10/11/dcmi-terms/) for some ontology metadata, and [SKOS](https://www.w3.org/TR/skos-reference/) to support some relationships between Role values, and project classification. A summary of the main classes and relationships in PROJECT is shown in the diagram below, including the key superclass `prov:Activity`. ![summary of PROJECT ontology](../images/Project-overview.png) Core classes from PROJECT vocabulary."
PSDS			Filtered from plant_ontology_assert.obo to have only plant structure development stage terms. Matches plant_ontology.obo Release Version #20.
PSO_2			
PTO	Plant Trait Ontology		An ontology that describes phenotypic traits in plants. Each trait is a distinguishable feature, characteristic, quality or phenotypic feature of a developing or mature plant.
PTRANS	Pathogen Transmission Ontology		The Pathogen Transmission Ontology describes the transmission methods of human disease pathogens describing how a pathogen is transmitted from one host, reservoir, or source to another host. The pathogen transmission may occur either directly or indirectly and may involve animate vectors or inanimate vehicles.
PTRO			The Ontology for Preclinical Trials in Radiation Oncology (PTRO), is a domain-specific ontology designed to integrate SEND-standardized preclinical data using semantic web technologies. PTRO incorporates the Semantic Types Ontology (STY) as a framework for broad concept categorization.
PTS			
QUANTUM-MIND			A formal ontology of the psychodynamic architecture of consciousness as detailed in the Quantum Mindfulness source material. This model defines the sequential process from Observation to the emergence of a final Mental State, and the mechanism of Belief Formation.
QUDT2	Quantities, Units, Dimensions and Types (QUDT) Schema		
RAO			
RB			Revision 114
RCTONT			
RCTV2			
RDA-CONTENT			
RDA-ISSUANCE			
RDAO		https://github.com/BFO-ontology/BFO	Please see the project site https://github.com/BFO-ontology/BFO, the bfo2 owl discussion group http://groups.google.com/group/bfo-owl-devel, the bfo2 discussion group http://groups.google.com/group/bfo-devel, the tracking google doc http://goo.gl/IlrEE, and the current version of the bfo2 reference http://purl.obolibrary.org/obo/bfo/dev/bfo2-reference.docx. This ontology is generated from a specification at https://github.com/BFO-ontology/BFO/tree/master/src/ontology/owl-group/specification/ and with the code that generates the OWL version in https://github.com/BFO-ontology/BFO/tree/master/src/tools/. A very early version of BFO version 2 in CLIF is at http://purl.obolibrary.org/obo/bfo/dev/bfo.clif.
RDL			
RDO			
REGN_BRO			
REGN_GO	Gene Ontology		The Gene Ontology (GO) provides a framework and set of concepts for describing the functions of gene products from all organisms.
REPO			
RH-MESH			
RNPRIO			
RNRMU			
ROADMAP			
ROO			
ROS			This ontology describes commonly contoured structures for radiation treatment planning. It was created to ease and standardize radiation oncology data integration into clinical datawarehouse.
RPO			
SARSMUTONTO			SARSMutOnto is an ontology that describes the SARS-CoV2 genome structure by detailing its component genes. It also describes all the variants listed by the researchers while keeping the hierarchical relationship (variant / sub-variant) between the variants
SATUSEHATTHESIS			
SCIO			
SCO	Semantic Modeling of Cohort Descriptions in Research Studies		The Study Cohort Ontology encodes the vocabulary to represent population desriptions in research studies, and provides the ability to model the aggregative descriptive statistical measures defined on the variables of subjects who are participants in the study population. We make it possible to represent a study component considered for determining the patient alignment to a research study, and we assist physicians in evaluating the fit of their patient population to the study population. In SCO, we are building a world-view inspired by the upper level Ontology SemanticScience Integrated Ontology (SIO) to model the descriptive statistics of characteristics on a set of patients (patient group) administered a medical intervention, and studied for an outcome in a research study. Since we capture the various definitions of patient groups (ie. by interventional measures or by control mechanisms), we provide the basic framework for filtering searches and to define cohort similarity at different granularities. ( cohort level and the study group levels ). For researchers who wish to contribute to the expansion of our ontology, we advise that they refer to our ontology documentation to familiarize themselves with the structure and term annotations ( such as definitions and labels).
SCO-U	Sustainability Core Ontology (SCO)		SCO is a middle-level ontology, representing the major theoretical challenges to sustainability: 1) The polysemy of the term sustainability. 2) The relationship between sustainability and sustainable development. 3) The complexity underlying sustainability. SCO aims to play a pivotal role in harmonizing and integrating top-level and domain ontologies regarding sustainability.
SCO_V1	Sustainability Core Ontology (SCO)		SCO is a middle-level ontology, representing the major theoretical challenges to sustainability: 1) The polysemy of the term sustainability. 2) The relationship between sustainability and sustainable development. 3) The complexity underlying sustainability. SCO aims to play a pivotal role in harmonizing and integrating top-level and domain ontologies regarding sustainability.
SD3	Medical Simulation Scenario Deviations		A taxonomy that categorizes scenario delivery and documentation deviations during high-fidelity simulations
SDO			
SDOED			
SDOHO			
SEDI			(c) SOHARD Software GmbH 2015
SEPON	Sepsis Ontology (SO)		
SHR			
SIMM			
SITBAC			
SK			
SL_DIS			This ontology aims to facilitate- the diagnostic procedure of sleep disorders
SLEEP	SLEEP2 ontology		The SLEEP ontology aims to facilitate the collection of PGHD related to sleep patterns and behaviors. It was created by organizing sleep-related terms gathered from sleep questionnaires and specialized literature.
SNMI			RDF Version of the UMLS ontology SNMI; converted with the UMLS2RDF tool (https://github.com/ncbo/umls2rdf), developed by the NCBO project.
SNPO	SNP-Ontology full		A domain representation of genomic variations.
SOCPRES			
SOHO			
SOLO	Solitude Ontology		The Solitude Ontology contains terms for defining and classifying concepts related to solitude, including its dimensions, experiences, and outcomes. Its concepts and relationships support the development of tools and resources that enhance understanding of solitude. The Solitude Ontology is developed as a subset of (http://purl.obolibrary.org/obo/phases.owl). Issues and term requests can be submitted at (https://github.com/Buffalo-Ontology-Group/phases/issues).
SOY			
SP	SMART Protocols Ontology		The SMART Protocols ontology represents the document and workflow aspects of a experimental protocol in life sciences.
SP_ONTOLOGY			
SPO	Skin Physiology Ontology		An ontology that describes physiological processes and functions in the skin, across a wide range of spatial scale.
SPTO			
SSBD	SSBD Ontology		The SSBD Ontology is an ontology of SSBD (https://ssbd.riken.jp). SSBD is a platform for sharing and reusing bioimaging data. SSBD:database is an added-value database for bioimages and biological dynamics data. It provides a rich set of open resources for analyzing microscopy images and qunatitative data of biological objects, such as single-molecule, cell, tissue, individual, etc., and software tools for analysis. Microscopy images and quantitative biological data are collected from a variety of species, sources, and methods. These include data obtained from both experiments and computational simulations.
SSE	Memorial Sloan-Kettering Cancer Center: Surgical Secondary Events Ontology		Developed for Memorial Sloan-Kettering Cancer Center by Marcinko Enterprise, Inc. (dba MEI)
SSO			
STMSO			STMSO is an OWL 2 ontology for symptomatic treatment for multiple sclrosis patients. The ontology is based on BFO and OGMS.
STO-DRAFT	Stroke Ontology (STO)		The Stroke Ontology (STO) is a disease-specific ontology to representation of the Stroke knowledge domain.
STRONG	Mental Stress Ontology		This ontology is a module of the human stress ontology, developed in the context of the PGHD(person-generated health data) project, supported by the National Research Foundation of Korea. This ontology included such extension for 11 relatively standard instruments: (1) Stress Appraisal Measure (SAM) (2) Perceived Stress Scale (PSS-10) (3) The Ardell Wellness Stress Test (4) Stress and Adversity Inventory (STRAIN) Screener for Adults (5) Stress Level Test(Self-assessment) (6) The Work Stress Questionnaire(WSQ) (7) The Social Readjustment Rating Scale(SRRS) (8) Depression, Anxiety and Stress Scale-21 Items(DASS-21) (9) International Stress Management Association UK(ISMA) (10) The Carver Brief COPE Inventory(COPE) (11) Coping Resources Inventory for Stress(CRIS).
SUICIDEO			Clinical Psychology Terms is a controlled vocabulary with a wide variety of concepts used in the psychological literature to facilitate the search and retrieval about specific concepts.
SURGICAL			This ontology was generated from a transitional care graph from a domain expert.
SVU_MWS_WSM			Syrian Cinema Ontology
SVU_MWS_WSM_F23			Syrian Cinema Ontology
SYRIANDRUGS			
TAON			TAON is a comprehensive ontology of the therapeutic antibody, which included antibody terms and drug terms.
TARA	TARA Acupoints Ontology		The TARA Acupoints Ontology is an ontology developed as part of the Topological Atlas and Repository for Acupoint Research (TARA) project funded by the National Institute of Health (NIH). The goal of TARA is to establish a new comprehensive resource for the acupuncture research and clinician community. The ontology will be used to support semantic search and annotations for anatomical maps, atlases, and data sets relevant to the TARA project.
TCO			
TDWGSPEC	TDWG Specimen LSID Ontology		Ontology describing the metadata returned for LSIDs that are used for specimen   records.
TEO			
TEST_A			
TESTEX			
THREE-ST			
TIMEBANK	Timebank Ontology		An ontology to describe poeple and requests for timebanks. This includes the poeple's skills, limitations, and environment.
TM-SIGNS-AND-SYMPTS			
TMO	Translational Medicine Ontology		The Translational Medicine Ontology (TMO) is a high-level, patient-centric ontology that extends existing domain ontologies to integrate data across aspects of drug discovery and clinical practice. The ontology has been developed by participants in the World Wide Web Consortium’s Semantic Web for Health Care and Life Sciences Interest Group.
TOK	Ontology Describing terminological and ontological Knowledge resources		
TOP-MENELAS	OntoMénélas, top-ontology, core-ontology, and cardiac surgery ontology		
TP_REL_FAM			
TRAK			
TRIAGE			
TRON			
TYPON	TypOn - The Microbial Typing Ontology		TyPon provides a comprehensive description of the existing microbial typing methods for the identification of bacterial Isolates and their classification. Such a description constitutes an universal format for the exchange of information on the microbial typing field, providing a vehicle for the integration of the numerous disparate online databases. In its current version, TyPon describes most used microbial typing methods but it is, and always will be, a work in progress given the constant advances in the microbial typing field.
UCVA			UCV Analysis Ontology
UGANDA_DISEASES			
UHC-METADATA			Public Hleath ontology put together at the UHC 2023 SUmmer Institute course on FAIR and CARE principles.
UMMS			Ontology for Univeristy of Maryland Medical System's Enterprise Data & Aalytics
UNITSONT			This is a subset of the measurement units needed for the Sleep Domain Ontology.
URL	Towards Autonomous Data Curation Agents: A URL Annotation Standard		This ontology provides a standardized approach for annotating URLs to support autonomous data curation agents in the biomedical domain. It includes detailed representations of URL components, parameters, and associated metadata.
VDOT	Viral Desease Ontology Trunk		
VEMO	Veterinary Epidemiology Metadata Ontology (VEMO) v0.2		A lightweight application ontology that aligns a veterinary epidemiology metadata template to existing vocabularies (DCAT, DCTERMS, PROV-O, DQV, FOAF, SKOS, OBO/OBI). Version 0.2 includes full DQV integration with proper Dimensions, Metrics, and Quality Measurements. Complete coverage of Appendix 1-3 metadata requirements.
VEO			Visual Emotion Ontology (VEO) is an ontology that links visualizations with specific emotions from the Ortony, Clore, and Collins' description of human emotions.
VFB_DRIVERS	VFB Driver Ontology		An ontology of Drosophila melanogaster drivers and expression patterns. All genetic objects are created using data taken directly from FlyBase.
VICO			The vaccination informed consent Ontology (VICO) is an ontology in the domain of vaccination/immunization informed consent.
VIMM			
VIO	VIO: Vaccine Investigation Ontology		VIO is an VO-extended ontology with the aim to standardize the metadata types in various vaccine investigation studies.
VIVO-ISF	VIVO-ISF Ontology version 1.6		
VODAN_ANC			
VODANA-GENERAL			
VODANA-MI			
VODANA-MIGRANTS			
VODANA-MPA			
VODANACOVID			
VODANADISEASES			
VODANANIGERIA			
VVMM			
VVO	VVO -- Vitis Vinifera Ontology	https://www.edithlaszny.eu/	The VVO (Vitis Vinifera Ontology) is a controlled vocabulary that formally describes the morphological structures, phenological growth and developmental stages, quality parameters, dispositions, roles, and information entities of Vitis vinifera L., the common grapevine.
WC			distributed under the MIT License (https://github.com/KarrLab/wc_lang/blob/master/LICENSE)
WETAXTOPICS			
WSIO			Acknowledgement for technical support: Torbjorn Lium, Lorand Janos Szentennai, Stanislav Oltu.
WWECA			Version date: September 9, 2022
XREF-FUNDER-REG			
ZONMW-ADMIN-MD			
ZONMW-CONTENT			
ZONMW-GENERIC			
